pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,furnished,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6015062539,2017-03-10 11:48,http://sfbay.craigslist.org/sby/roo/6015062539.html,雅房出租 -近 Mitsuwa Market,780,san jose west,0,37.298442,-121.984169,15,"單房出租  新装修，環境安靜, 可少炊, 后院空间大。
 交通方便，近高速公路280，880 ，85
近De Anza College（10分钟车程）， West Valley， San Jose City College 和 San Jose State University。 近 Westgate Mall （ 0.8 mile) ， Mitsuwa Marketplace（1.3 miles ）
 可洗衣，高速上网.
欢迎不烟， 簡單，整潔&無寵物的學生或工作人仕. 最好能說中文. 具體可詳談!
有意者請email:   
 
 或 text message @",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6028151643,2017-03-10 11:48,http://sfbay.craigslist.org/sfc/roo/6028151643.html,2 AVAILABLE BEDROOMS IN NEWLY REMODELED PORTOLA HOME!!!,1000,portola district,135,37.719000,-122.409600,22,"Hello!

My housemate Sarah and I are looking for 2 other roommates to fill the each of the 2 available bedrooms in our Portola District home with 3 bedrooms, 1 shared bathroom, 1 living room, 1 shared kitchen; starting in March.

RENT: $1,000 (not including utilities such as water, gas, electric)

The home includes: 

- your own UNFURNISHED bedroom (135 sqft/ 9ft x 15ft)
- washer + dryer in-unit
- shared bathroom
- shared kitchen
- backyard w/ deck
- garage

In order to move forward:

- FILL OUT THE PRE-SCREENING APPLICATION!!! 
(Copy-Paste Link: https://howdythere.typeform.com/to/x7HiWu) 
- Be pet friendly! (There is a cat in the home)
- Be able to provide photo copy ID, proof of income, recent bank statements, credit report w/ score of 700+, and previous references such as coworker or building owners
- Be able to sign a month to month lease agreement
- PAY RENT ON TIME!

MOVE-IN COSTS:

- First + Last Month's Rent + $500 security deposit
- $500 pet deposit (if you would like to move in w/ a pet)
- Utilities cost split by number of housemates
- $35 internet split by number of housemates

In order to be considered a potential housemate; please read this housing ad carefully, fill out the typeform application, and we can send you a video walkthrough or schedule a date + time to meet via skype for a space showing.

We hope that you can find what you are looking for, good luck with your search!",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6029507515,2017-03-10 11:48,http://sfbay.craigslist.org/sby/roo/6029507515.html,"Master Room in the border of Sunnyvale, Cupertino and Santa clara",,sunnyvale,0,37.344141,-122.002470,20,"The master room in a beautiful house in the border of Sunnyvale, Cupertino and Santa clara is available for rent. This house is recently remodeled and all things are new.

Room:
*The room is in a beautiful 1800 sq ft/ 4 bedroom house. There are 2 young professionals living in the house, age range mid 20's - early 30's.
*Close to 280, 85, 24-hour fitness, Lawrence plaza, Cupertino village and Apple headquarters.
*The house has been recently remodeled and all things are new. 
*1 Parking available in drive-way. Ample street parking too.
*Quiet residential neighborhood.
*Looking for at least 6 months to 1 Year lease.
*The room can accommodate only one person.
*Rent for the room is $1300 per month.
*Security deposit is 1 month rent.
*Available for rent now.

You:
*Must be clean, professional, financially stable individual.
*No drugs/420/in-house smoking/overnight guests. Respect for others living in the house and neighborhood.
*No pets.
*Be able to provide references. Must consent to, and clear a background check.",False,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6013501049,2017-03-10 11:48,http://sfbay.craigslist.org/sby/roo/6013501049.html,南湾硅谷单房出租 长短,,sunnyvale,0,37.388600,-122.017700,22,"四房两浴独立House分租 两个人share卫生间 家具齐全 拎包入住 路边车位充足 洗烘齐全 

硅谷核心地带到Mountview Milpitas Santa Clara Cupertino均10几分钟车程 近Google Yahoo AMC等各大高科技公司

近237 101 Larwence Express way 公交站 轻轨站 火车站 

附近有沃尔玛超市 中餐馆等

适合少炊 无宠 无过夜客人 单身人士

租金 $920",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6038179973,2017-03-10 11:48,http://sfbay.craigslist.org/eby/roo/6038179973.html,"Studio for rent1 bedroom 1 living room, kitchen and bathroom for rent.",1700,San Jose california,0,37.351800,-121.850800,22,"Looking for a non smoker . 
No drugs allowed.
Its a 2 bedroom kitchen and bathroom . 
Everything is new. 
Just for living and family. 
If are interested contact Fernando and ask him when you can come check it out. 
No pets. 
The bedrooms are not in the pictures if you are interested you can come check them out.
Very calm and nice neighborhood.
A Couple Most Preferably .",False,TRUE,FALSE,False,True,TRUE,True,TRUE,TRUE,FALSE
6025176987,2017-03-10 11:48,http://sfbay.craigslist.org/nby/roo/6025176987.html,Need Roommate to share 2br/2ba in gated condo on the water,1350,san rafael,1150,37.965623,-122.505385,20,"Hi! 

***If this posting is still up, the room is still available*** Looking to rent as soon as possible. 

Thanks for stopping by!  I'm renting an un-furnished bedroom with walk in closet and a full bathroom with shower/tub. The room is approximately 12x13 (not including walk in closet).  

The rest of the condo:
This is a 2br/2ba unit aprox 1100sqft - each roommate has their own full bathroom (tub/shower). 
The condo is right on the water and have 2 decks that look out to passing boats, paddle boarders and the adjacent hills. This is especially awesome during the summer months when you can dine and entertain outside :). 

-The living room is fully furnished, you just need to furnish your bedroom! 
-Full size washer/dryer in unit.
-Extra storage unit attached to deck
-Gated dedicated parking space for each roommate (2) spaces  
-Stainless high end appliances in kitchen (including dishwasher)
-Light and bright living room with working wood burning/gas fireplace 
-Coat closet, utility closet and linen closet to share (lots of storage space!) 
-Kitchen equip with everything you'll need for cooking! 

This is a really special unit and I would love to find someone great to share it with.  Rent is $1350 not including utilities which typically run about $150/mo shared (comcast + PG&E). 

Super convenient to highways, minutes from downtown, lost of shopping, restaurants and entertainment near by! 

What I'm looking for: 
M or F, fully employed out of the house
Done with their partying years but appreciate a glass of wine/beer and party every now and then
Has a life outside of the home (not just a home body or video game addict!) 
Must have good credit and be financially stable 

About me:
Early 30's female, love living in Marin for all it has to offer! Hiking, kayaking, camping, great restaurants, WINE TASTING!, tennis, great weather etc. I'm laid back and respectful of others privacy and space. 
I have 2 companies and typically am gone on weekdays until 9/10 pm. 
I have a friendly cuddly cat - FYI, cannot accept any other pets at this time - sorry :( 
I'm warm and friendly but keep pretty busy with my work and friend circle I have here. 

So, tell me a bit about you and what you're looking for! 

Thanks",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,TRUE
6038179300,2017-03-10 11:47,http://sfbay.craigslist.org/eby/roo/6038179300.html,单房出租,600,richmond / point / annex,0,37.926500,-122.334200,0,"我有2个房间出租. 两个都在RICHMOND接近 Freeway.
第一个房间 $600. 较大。 第二个房间$550.
公用浴室，厨房。
。
 如有兴趣者请电",False,TRUE,FALSE,True,True,TRUE,True,FALSE,FALSE,FALSE
6021016859,2017-03-10 11:47,http://sfbay.craigslist.org/pen/roo/6021016859.html,Room  w/own bathroom and Utils included. $1090 / month - Avail Now,1090,daly city,0,,,,"We are a couple, looking for an ideal roommate (single person) in our 3 bedroom house. We are both working professionals. We also have the most beautiful and cool cat keeping us company but no additional pets please. The room comes with a queen size bed (if you need one) and you will have your own bathroom. This is a renovated and well maintained single family home with laundry downstairs. High speed WiFi internet and all the utilities are included. We don't allow guests, smoking indoors, drugs of any kind and heavy drinking in the house. The ideal roommate needs to be respectful to their surroundings, very clean, organized and in their mid 20s' to 30s. We are 5 mins to shopping centers(Trader Joe's, Safeway, Ranch 99), banks, cinema and 280 freeway entrance. Everything is very close and public transportation is available with a block but a car makes things easy. Parking is plenty in front of the house. Place is available now, so tell us about yourself and we can setup a showing with an appointment.
We would like references, proof of income and a credit report. 
Total move in is first month's rent plus $1000 security deposit = $2090
Thank you and good luck with your search",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6038178720,2017-03-10 11:47,http://sfbay.craigslist.org/sby/roo/6038178720.html,share this beautiful house with other professionals,950,campbell,140,37.287609,-121.961761,7,"We have a single room in Campbell available now  Rent: $950/month

The house is located 2 miles from downtown Campbell in a safe and quiet family neighborhood between San Tomas expressway and Campbell Ave.  Walking distance to supermarkets, restaurants and gym.  Beautifully maintain with a large backyard and swimming pool. 
House is completely furnished.  It has a brand new refrigerator, washer and dryer.  Large common areas and plenty of free curb side parking spaces.  Included in the rent is house cleaning services; gardening services every other week, and pool service weekly, so everything is sparkling clean.  Also included is internet and cable, water, garbage collection.  PG&E is shared 4 ways.

The room shares the hallway bathroom with another 2 tenants.  Lightly furnished with desk, chair, lamps and dresser.  If you don't have your own bed, we can move the spare bed in for you.  

Current tenants are male professionals working for Apple, all in their mid 20 early 30.  Very nice and respectful people.  I own the house, but I don't live there.  I use the house address as my business address, so I do come once/week to pick up my mail, and check the house making sure things are working properly.  

We are looking for a responsible working professional in the similar age group with similar interest to share this house.  House comes with a large back yard, and we just started a veggie garden, so if you like to grow your own veggie, you will love this place.

You must love dog.  Although pets are not allowed inside the house, my golden retriever does spend about a month each year in the backyard of the house while I'm on vacation.  

If you are interested, please send me an email including your name and a bit about yourself, where do you work, and why are you moving out of your current plan, and when do you plan to move to the new place.

text:",True,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038174816,2017-03-10 11:45,http://sfbay.craigslist.org/sby/roo/6038174816.html,"$150 off First Month's Rent! Walk to Apple , Google Bus, More",1000,sunnyvale,140,,,,"We've been there. First month's rent and security deposit is a lot of money, especially if your landlord hasn't returned your current security deposit yet. For the right housemate we'll help you out a bit with $150 off your first month's rent.

We are searching for 1 more wizard to share a 2200 sq ft, 2.5 bathroom house with 2 other professionals and our feline familiar. Griffindor and Ravenclaw are represented: where did the hat sort you?

You are a single professional with a job, neat, drama-free, social, fun, and work days. No smoking, no drugs. We are working wizards with active lifestyles including (between us) hiking, cooking, traveling, exploring the Bay Area, music, science fiction, politics, and socializing with friends and housemates. We love a good discussion and care and respect each other and everyone's property and boundaries. We each have friends and we also enjoy doing things together. We are looking for a housemate who enjoys a sense of community and a good conversation. This is not temporary housing.

The house is in a quiet, safe, Muggle neighborhood (no need for defense against the dark arts and there is plenty of parking!), between the Wolfe Rd and DeAnza exits of Highway 280 with a 5 minute commute to Apple or a Google shuttle. We are close to highways, public transportation, and amenities like coffee shops, restaurants, parks, and grocery stores.

Your bedroom is large and sunny with built in shelving in the closet for your books and robes. You will have full access to all common areas including a family room (with fireplace and television), living room, dining room, laundry room (with washer and dryer), and large, well equipped kitchen with walk-in pantry. A small spare room is available for the occasional guest.

All bedrooms are upstairs, away from the common areas. There is space in common areas for your furniture or just use ours (we are flexible about using ours). A full bathroom (with bath) is right outside your bedroom door and is shared with one other considerate and tidy person.

The large backyard has a BBQ, patio, and chairs to enjoy the epic California weather. There is storage in the garage and house. We have many fruit trees including oranges, lemons, blueberries, and blackberries plus spices and tomatoes. Feel free to plant some dittany, or just enjoy hanging out in the yard. Utilities include a gardener.

You will pay rent and 1/3 share of utilities. One month security deposit and credit, felony, and employment checks are required: we'd rather not live with a Dark Wizard or Azkaban escapee.

Our fantastic beast, a cat, is very well behaved and super friendly but no additional pets please.",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6038142232,2017-03-10 11:45,http://sfbay.craigslist.org/eby/roo/6038142232.html,Room for rent in Antioch (Nurses/Professionals),850,pittsburg / antioch,0,37.965800,-121.775800,22,"Furnished bedroom available for rent.  It is located in Deer Valley  in the new Antioch area near grocery/shopping, Highway 4, future Bart and a few minutes away from Kaiser / Sutter Hospital.  Shared bathroom with one person. Enjoy the space/privacy in this 5 bedroom, 3 bathroom,  well maintained and immaculate home.
Rent includes:
Water, internet, security monitoring and garbage, PG&E is shared among occupants. Security deposit is $500.

Reply to this ad for more information or to schedule a showing.

No pets.  No smoking. No drugs. No guests to keep things simple/peaceful.  Looking for a good fit- Responsible, clean, and considerate/ respectful of others.

Prospective roommate:
-Subject to credit and background screening
-Provide valid state-issued ID
-Provide proof of  verifiable income at least 3 times the rent.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038165621,2017-03-10 11:44,http://sfbay.craigslist.org/sfc/roo/6038165621.html,Penthouse with Incredible Views,2650,russian hill,2000,37.801918,-122.420826,7,"The most unique and amazing apartment in San Francisco has just come available, but won't be for long! 

A room is available in a fully furnished 3 bedroom/2 bathroom Victorian at the top of Russian Hill with sweeping bay views and private elevator. There are 270 degree bay views in a large and open living space with wet bar, balcony, and fireplace. 

Bright room is equipped with bed and plenty of closet space. Bathroom is shared with one other person.

-Very centrally located right next to curvy Lombard St, with North Beach down one side of the hill and Polk Street on the other side of the hill. 
-Apartment featured in 1962 suspense film 
-Fully equipped kitchen with dishwasher, microwave, gas stove/range.
-Washer/Dryer in unit
-Private elevator
-1 block away from cable car to Union Square
-Easily accessible to wide variety of entertainment including boutique shops, bars, and restaurants located on Polk street 1 block away.

Month-to-month sublet available now. Monthly rent is $2650 + utilities.",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6016481902,2017-03-10 11:43,http://sfbay.craigslist.org/sfc/roo/6016481902.html,NICE REMODELED ROOM - - NOB HILL,1395,nob hill,200,37.793529,-122.419110,10,"THIS ROOM IS GREAT!

Large room WITH PLENTY OF LIGHT

THE PEOPLE in the house:

Everybody is in their 20's from early twenties to upper twenties.

We have a guy who is working in healthcare tech and has a past with big tech companies that you've heard of- he's really chill but not around much as he is working on a startup now. He loves to make music and socialize.

We have a guy who is working as a developer at an ed tech startup. He likes camping, hiking and beer.

We have a girl who works for an entrepreneur. She's fun to be around and is always a great personality, but travels often and spends a lot of her free time exploring the city.


BIG BACK YARD FOR BBQ'S
COIN LAUNDRY ON-SITE

We're in the heart of Nob Hill, located next to the best bars and restaurants in SF. One block from the hottest spots on Polk Street, including Harper & Rye, The Pour House, McTeague's Saloon.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6035135829,2017-03-10 11:43,http://sfbay.craigslist.org/eby/roo/6035135829.html,&&_____Large Potrero 3 Bedroom Apartment with Balcony __**,1450,emeryville,1080,37.831300,-122.285200,22,"Hey everyone!

I have a place available with 3 empty bedrooms in a huge 1118 sq ft apartment.

- Hardwood Floors
- Kitchen, Dining, Living Room
- Balcony With Unobstructed City View
- In-Unit Washer / Dryer
- Free Parking 

Conveniently located near Whole Foods, Trader Joe's and BART + Emeryville TMA

Please contact me or schedule a tour here:
http://rentsf.co/parc?c=clp_ah",False,TRUE,FALSE,True,True,TRUE,True,FALSE,FALSE,FALSE
6038147769,2017-03-10 11:42,http://sfbay.craigslist.org/sfc/roo/6038147769.html,FURNISHED MASTER BEDROOM $1400 - SUPER CONVENIENT LOCATION,1400,nob hill,0,37.793524,-122.408634,10,"Hello!

My place is a cozy but modern 3 bedroom/1 bath unit in the NOB HILL/CHINATOWN area (and very close to Russian Hill/Fidi/North Beach). I am looking for a reliable and responsible roommate for my FURNISHED BEDROOM (master bedroom) while I am on the East Coast for business.

-$1400/mo 
-Open to considering short term 
-The bedroom is furnished with:
-Queen sized bed + comforter + extra sheets + pillow cases
-52' flatscreen tv + Apple TV (Netflix, HBO, etc!) + fast wifi
-7' Sofa + Dinner table on wheels
-Large Dresser
-Standing desk + chair (currently disassembled to create more space)

-Utilities split among 3 roommates (~$30-55).
-Deposit is 1x month.
-Super fast wifi.
-The entire place has hardwood/non-carpet floors.
-Everything is modern, stylish, and new.
-The kitchen has granite counters, stove/oven, and refrigerator.
-There is coin laundry in the building.
-No Smoking.
-No Parking.
-May consider couples but will be $1900

Rest of the building
-Additional communal bathrooms/showers
-Coin laundry

About me: I'm a Stanford grad and Asian female in her early 30's in finance/tech. A roommate is a designer at a engineering firm in his 20's. The apartment typically is occupied by roommates who in their 20's and in tech or finance. The place is 3 BD/1 Bath.

Please text/email to schedule an appointment with a link to your Linkedin (preferable) or Facebook profile. INCLUDE YOUR PHONE # (I've realized CL is spotty for responding while using CL's email).

I'VE BEEN PRETTY BUSY AFTER MOVING IN SO PLEASE BE PREPARED TO SEE THE PLACE AS A WORK IN PROGRESS. IT DOES HAVE SOME CLUTTER.

Thanks!",True,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6001843979,2017-03-10 11:41,http://sfbay.craigslist.org/sby/roo/6001843979.html,cheap rent 4 a woman.,,san jose west,0,37.316300,-121.935600,22,"call Rick @ 
 
.. ...only $200 dollars cash per month...just help me with driving car`s and more :)",False,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6038069047,2017-03-10 11:40,http://sfbay.craigslist.org/eby/roo/6038069047.html,"AT CAL Sleep,Shower,make food",700,berkeley,0,37.866400,-122.257000,22,"One more female student needed. bunk and large 6 draw abailable in large studio with shared bath and kitchen. No closet available. 5 minutes walk to cal. Walk to bcc and bart. Must be safety conscious, serious student and tidy.",True,TRUE,TRUE,False,True,FALSE,True,FALSE,TRUE,FALSE
6038149328,2017-03-10 11:40,http://sfbay.craigslist.org/sby/roo/6038149328.html,Semi-Private Space for Short-Term Living,166,san jose south,0,37.250762,-121.850936,7,"I provide comfortable and clean lodging in a south San Jose family neighborhood, starting at $18 a night, plus fees, totalling about $166 a week. Long-term can be requested. 

Reply for more details. :-)",True,TRUE,FALSE,True,True,FALSE,True,FALSE,TRUE,FALSE
6038126294,2017-03-10 11:40,http://sfbay.craigslist.org/sfc/roo/6038126294.html,2 vacant rooms for rent on 25th Ave& Anza,1350,richmond / seacliff,0,37.777567,-122.483954,7,"Two vacant rooms in a huge, well-maintained and charming 3 bedroom 2 bathroom apartment are available for rent. This apartment offers open kitchen with formal living room, high ceilings and convenient location. Other features in the house include:

*High-end appliance
*Hardwood floor
*Washer and dryer in the unit
*Fireplace
*Granite counter tops
*Dining room/living room 
*The apartment is completely vacant and move-in ready

Location! Location! Location! Only 1 block to Geary Blvd and 2 blocks to Balboa Street, enjoy excellent proximity to public transportation, shopping, cafÃÂ©, restaurants on Geary Blvd/Balboa St.. Only steps away from public transportation (Route 38, 31, 5, 1) and easy access to the entire city, the Golden Gate Bridge, and the peninsula (19th Avenue). 

Monthly Rent:

Second Bedroom = $1,450
Third Bedroom = $1,350

Please contact me for showing instruction and any questions.",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6038140656,2017-03-10 11:39,http://sfbay.craigslist.org/sfc/roo/6038140656.html,"依山傍海 Condo Unit to Share UCSF Mission Bay, Genentech",990,Candlestick Point,1650,,,,"1 br in a 3br, 2bath condo at Candlestick Point.

Easy access to Freeway 101, 280.

Free shuttle to Cal Train and Bart.

Close by to MUNI 56, 9, 8x.

15 minute drive to downtown SF or Airport, CCSF, UCSF Mission Bay Campus,SF General Hospital, Academy of Art University and Genentech.

Roommate will have it's own bathroom, access to the washer/dryer, common areas, and Workout room.

Bedrooms are separated by the living room so the roommate will have privacy. Bedroom has a big closet and a full size bed and a desk, chair.

Wireless internet.


Sorry, no pets and Roommate must be a non smoker. 1 person only. Please reply with the brief introduction about yourself.",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6007595911,2017-03-10 11:38,http://sfbay.craigslist.org/eby/roo/6007595911.html,NICE AND QUIET ROOM,700,hayward / castro valley,0,37.674000,-122.089400,22,NICE AND QUIET ROOM FOR RENT INTO A FAMILY HOME CLOSE TO BART STATION AND HIGWAYS 238/880/580/680. PERFECT FOR SINGLE PERSON UTILITIES INCLUDE IT. READY TO MOVE. FOR MORE INFORMATION PLEASE CONTACT ME AT,False,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6020865634,2017-03-10 11:38,http://sfbay.craigslist.org/eby/roo/6020865634.html,2 rooms in 3 bedroom house available,600,pittsburg / antioch,1768,38.015821,-121.812667,0,"Rivertown District of Antioch, 1768 sq. ft. house, bedroom available for rent at $600 per month.  1914 Craftsmen home, remodeled.
Bedrooms are 12' x 12'.  $600 security deposit.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6030770575,2017-03-10 11:37,http://sfbay.craigslist.org/sby/roo/6030770575.html,"Master suite for rent, all utilities included",1485,san jose west,0,37.301265,-121.964207,7,"We are looking for a clean, quiet, respectful housemate to live in a spacious, master suite on the 1st floor of our shared house. 

Rent is $1485/month and includes all utilities (internet, electricity, gas, garbage, recycling, water).
Deposit is $1485. 
Month-to-month.
Available April 1st 2017. 
Single occupancy only.

ABOUT YOUR SUITE:
* master suite with private bathroom + 2 sinks 
* walk-in closet 
* hardwood floors 
* poolside + garden view 

ABOUT THE HOUSE:
* total of 5 bedrooms, 3.5 bathrooms (lot size ~8300 sq feet; living area ~2700 sq feet)
* common areas include kitchen, dining room, living room, backyard
* remodeled lighting and hardwood floors in all common areas
* washer and dryer inside
* large kitchen with gas burners and stone counters
* central air conditioning and heating
* pool with waterfall
* outdoor BBQ and gazebo with comfy patio furniture
* garden where one of us grows herbs, veggies, and flowers
* piano in living room with vaulted ceiling

ABOUT US:
* We are 3 clean, quiet, respectful, working professionals who are often in and out of the house but come home to relax

HOUSE RULES:
* No pets, smoking, loud music, shoes inside, or unexpected overnight guests.
* Participate in keeping commons areas clean and tidy.

ABOUT THE LOCATION:
* Quiet side street in nice neighborhood. Walking distance to park, shopping centers, and two elementary schools.
*Within 2 miles: Trader Joe's, Sprouts Farmers Market, Campbell Farmer's Market (Sundays), Westgate Shopping Center (Target, Office Max, REI, Old Navy, Nordstrom Rack, GAP, Veggie Grill, J Crew, Nike), Chipotle, Pinkberry, Yogurtland, Willow Street Pizza, Starbucks, Jamba Juice, Peet's Coffee and Tea, Zeni's Ethiopian Restaurant, Smart and Final, Orchard Supply Hardware, Bikram Yoga San Jose, CVS, Walgreens, USPS, UPS, FedEx / Kinko's, Mitsuwa, Paris Baguette, Lion Food Center, AMC 14 movie theaters, Chase Bank, Wells Fargo, Bank of America. 
*Drive times: ~15 min. drive to Cupertino / Sunnyvale / Campbell / Santa Clara / Saratoga; ~30 min. drive to Milpitas / Mountain View / North San Jose; ~40 min. drive to Palo Alto / Fremont; ~45 minute drive to Redwood City / Union City; ~60 min drive to San Francisco. Easy access to Highways 280, 17, and 85 and Lawrence and San Tomas Expressways. Convenient commute to Apple, Google, Facebook, Yahoo, Marvell, Oracle, Cisco, HP, Intel, Stanford, Santa Clara University.


If you see this ad, it means the room is still available.

Please email to introduce yourself and include your phone number so we can call back to schedule a viewing. Thanks!",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6030778836,2017-03-10 11:37,http://sfbay.craigslist.org/sby/roo/6030778836.html,"Master suite for rent, all utilities included",1485,,0,37.300685,-121.963263,7,"We are looking for a clean, quiet, respectful housemate to live in a spacious, master suite on the 1st floor of our shared house. 

Rent is $1485/month and includes all utilities (internet, electricity, gas, garbage, recycling, water).
Deposit is $1485. 
Month-to-month.
Available April 1st 2017. 
Single occupancy only.

ABOUT YOUR SUITE:
* master suite with private bathroom + 2 sinks 
* walk-in closet 
* hardwood floors 
* poolside + garden view 

ABOUT THE HOUSE:
* total of 5 bedrooms, 3.5 bathrooms (lot size ~8300 sq feet; living area ~2700 sq feet)
* common areas include kitchen, dining room, living room, backyard
* remodeled lighting and hardwood floors in all common areas
* washer and dryer inside
* large kitchen with gas burners and stone counters
* central air conditioning and heating
* pool with waterfall
* outdoor BBQ and gazebo with comfy patio furniture
* garden where one of us grows herbs, veggies, and flowers
* piano in living room with vaulted ceiling

ABOUT US:
* We are 3 clean, quiet, respectful, working professionals who are often in and out of the house but come home to relax

HOUSE RULES:
* No pets, smoking, loud music, shoes inside, or unexpected overnight guests.
* Participate in keeping commons areas clean and tidy.

ABOUT THE LOCATION:
* Quiet side street in nice neighborhood. Walking distance to park, shopping centers, and two elementary schools.
*Within 2 miles: Trader Joe's, Sprouts Farmers Market, Campbell Farmer's Market (Sundays), Westgate Shopping Center (Target, Office Max, REI, Old Navy, Nordstrom Rack, GAP, Veggie Grill, J Crew, Nike), Chipotle, Pinkberry, Yogurtland, Willow Street Pizza, Starbucks, Jamba Juice, Peet's Coffee and Tea, Zeni's Ethiopian Restaurant, Smart and Final, Orchard Supply Hardware, Bikram Yoga San Jose, CVS, Walgreens, USPS, UPS, FedEx / Kinko's, Mitsuwa, Paris Baguette, Lion Food Center, AMC 14 movie theaters, Chase Bank, Wells Fargo, Bank of America. 
*Drive times: ~15 min. drive to Cupertino / Sunnyvale / Campbell / Santa Clara / Saratoga; ~30 min. drive to Milpitas / Mountain View / North San Jose; ~40 min. drive to Palo Alto / Fremont; ~45 minute drive to Redwood City / Union City; ~60 min drive to San Francisco. Easy access to Highways 280, 17, and 85 and Lawrence and San Tomas Expressways. Convenient commute to Apple, Google, Facebook, Yahoo, Marvell, Oracle, Cisco, HP, Intel, Stanford, Santa Clara University.


If you see this ad, it means the room is still available.

Please email to introduce yourself and include your phone number so we can call back to schedule a viewing. Thanks!",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6032330993,2017-03-10 11:37,http://sfbay.craigslist.org/pen/roo/6032330993.html,"Master suite for rent, all utilities included",1485,,0,37.306283,-121.962318,7,"We are looking for a clean, quiet, respectful housemate to live in a spacious, master suite on the 1st floor of our shared house. 

Rent is $1485/month and includes all utilities (internet, electricity, gas, garbage, recycling, water).
Deposit is $1485. 
Month-to-month.
Available April 1st 2017. 
Single occupancy only.

ABOUT YOUR SUITE:
* master suite with private bathroom + 2 sinks 
* walk-in closet 
* hardwood floors 
* poolside + garden view 

ABOUT THE HOUSE:
* total of 5 bedrooms, 3.5 bathrooms (lot size ~8300 sq feet; living area ~2700 sq feet)
* common areas include kitchen, dining room, living room, backyard
* remodeled lighting and hardwood floors in all common areas
* washer and dryer inside
* large kitchen with gas burners and stone counters
* central air conditioning and heating
* pool with waterfall
* outdoor BBQ and gazebo with comfy patio furniture
* garden where one of us grows herbs, veggies, and flowers
* piano in living room with vaulted ceiling

ABOUT US:
* We are 3 clean, quiet, respectful, working professionals who are often in and out of the house but come home to relax

HOUSE RULES:
* No pets, smoking, loud music, shoes inside, or unexpected overnight guests.
* Participate in keeping commons areas clean and tidy.

ABOUT THE LOCATION:
* Quiet side street in nice neighborhood. Walking distance to park, shopping centers, and two elementary schools.
*Within 2 miles: Trader Joe's, Sprouts Farmers Market, Campbell Farmer's Market (Sundays), Westgate Shopping Center (Target, Office Max, REI, Old Navy, Nordstrom Rack, GAP, Veggie Grill, J Crew, Nike), Chipotle, Pinkberry, Yogurtland, Willow Street Pizza, Starbucks, Jamba Juice, Peet's Coffee and Tea, Zeni's Ethiopian Restaurant, Smart and Final, Orchard Supply Hardware, Bikram Yoga San Jose, CVS, Walgreens, USPS, UPS, FedEx / Kinko's, Mitsuwa, Paris Baguette, Lion Food Center, AMC 14 movie theaters, Chase Bank, Wells Fargo, Bank of America. 
*Drive times: ~15 min. drive to Cupertino / Sunnyvale / Campbell / Santa Clara / Saratoga; ~30 min. drive to Milpitas / Mountain View / North San Jose; ~40 min. drive to Palo Alto / Fremont; ~45 minute drive to Redwood City / Union City; ~60 min drive to San Francisco. Easy access to Highways 280, 17, and 85 and Lawrence and San Tomas Expressways. Convenient commute to Apple, Google, Facebook, Yahoo, Marvell, Oracle, Cisco, HP, Intel, Stanford, Santa Clara University.


If you see this ad, it means the room is still available.

Please email to introduce yourself and include your phone number so we can call back to schedule a viewing. Thanks!",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
